@relation 'project-crime-binary-weka.filters.supervised.instance.Resample-B0.0-S1-Z14.16-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z33.0-no-replacement-V-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R1-3,5-27,30-38,40,43,48-49,52-67,70-77,79-101'

@attribute pctWhite numeric
@attribute persPoverty numeric
@attribute pctPoverty numeric
@attribute pctMaleDivorc numeric
@attribute pctFemDivorc numeric
@attribute pctAllDivorc numeric
@attribute pct2Par numeric
@attribute pctKids2Par numeric
@attribute pctKids-4w2Par numeric
@attribute pct12-17w2Par numeric
@attribute kidsBornNevrMarr numeric
@attribute pctKidsBornNevrMarr numeric
@attribute pctPersOwnOccup numeric
@attribute pctPopDenseHous numeric
@attribute pctHousWOphone numeric
@attribute Class {0,1}

@data
88.58,3728,11.06,8.25,12.08,10.32,78.71,76.54,81.15,79.93,410,1.49,73.43,1.4,5.32,1
93.69,498,2.58,6.21,8.52,7.39,88.88,87.65,95.21,93.08,218,1.89,89.02,1.12,0.82,1
93.6,6967,18.06,10.83,14.05,12.56,66.08,66.4,72.27,73.78,873,2.52,70.96,1.65,4.81,1
90.44,5391,8.79,7.64,10.12,8.96,72.52,70.85,85.86,70.83,1102,2.44,44.91,2.99,2.62,1
79.03,1492,11.46,8.68,12.17,10.45,68.63,65.04,82.08,66.17,704,7.22,62.42,4.24,6.97,1
96.35,1165,3.51,5.19,6.42,5.81,89.64,88.59,96.51,89.58,77,0.32,88.77,0.45,0.35,1
48.03,1186,4.09,4.52,6.71,5.63,90.18,86.09,97.27,93,185,0.99,90.88,9.48,0.43,1
91.25,2286,14.01,11.09,12.54,11.88,64.76,60.17,77.63,72.27,358,2.28,69.21,1.79,6.27,1
89.44,3402,6.45,10.56,16.23,13.57,76.1,76.78,85.98,77.81,540,1.62,53.75,2.76,1.57,1
98.9,1527,11.43,10.59,13.66,12.3,73.81,70.27,81.87,82.04,83,0.64,72.52,1.72,9.35,1
92.83,1545,3.56,11.04,14.9,13.03,82.09,81.72,90.77,82.5,288,1.12,64.87,2.09,1.75,1
95.02,235,1.73,5.31,7.65,6.58,88.9,87.77,99.47,90.49,94,0.98,83.23,0.65,0.29,1
93.65,204,1.72,6.86,8.6,7.68,85.8,85.79,93.49,81.47,35,0.41,77.4,0.63,0.16,1
96.65,182,1.5,3.25,6.42,4.9,91.83,92.25,100,93.81,0,0,90.94,0.33,0,1
98.8,1004,4.24,7.07,8.75,7.93,84.39,82.66,91.69,86.36,166,0.91,89.98,1.3,1.39,1
98.87,680,5.2,10.68,14.6,12.82,73.57,70.81,89.77,80.25,183,1.67,66.32,1.29,2.53,1
69.91,4021,30.32,10.35,14.36,12.48,67.76,63.45,87.82,74.12,279,2.35,60.11,9.64,15.91,1
98.11,983,9.32,8.93,10.92,9.95,80.75,79.84,87.36,84.75,145,2.19,81.14,1.46,0,1
94.65,460,3.33,9.63,15.57,12.8,78.29,77.07,91.35,86.93,27,0.32,75.61,1.36,0.87,1
98.09,1142,8.47,5.62,7.08,6.36,88.55,87.66,94.05,87.98,66,0.56,81.8,7.3,3.32,1
92.03,1609,13.44,11.45,16.4,14.1,70.23,68.36,81.62,70.07,204,1.99,60.79,1.32,9.27,1
97.43,973,7.5,9.01,10.34,9.69,83.15,82.39,95.2,85.47,52,0.54,77.59,2.88,3.42,1
86.07,1770,5.19,7.51,9.99,8.82,77.3,74.42,86.24,76.5,555,2.5,59.51,4.13,1.09,1
86.5,4807,5.58,9.06,14.05,11.63,79.33,78.66,87.02,80.28,646,1.11,63.99,2.46,0.76,1
91.15,814,2.63,6.27,9.16,7.73,86.85,83.92,96.53,80.88,335,1.73,86.7,2.84,0.17,1
38.18,10875,26.08,6.26,12.46,9.28,68.79,61.95,77.71,73.79,2987,9.09,20.98,59.49,10.34,1
76.28,1692,4.52,9.65,13.77,11.75,77.69,73.76,88.62,79.48,571,2.36,70.48,6.23,0.76,1
97.69,546,4.34,8.65,10.61,9.68,75.49,72.34,87.23,78.33,163,1.68,74.42,2.76,1.62,1
71.63,5461,4.69,11.09,15.21,13.13,74.78,71.96,88.06,76.12,1741,2.35,51.74,8.4,0.82,1
95.53,473,3.43,5.05,8.18,6.77,83.94,83.22,93.59,88.21,110,1.15,64.02,1.57,0.83,1
93.2,1089,7.33,9.38,12.03,10.77,82.31,79.09,90.93,79.08,258,2.2,83.39,1.36,2.19,1
76.02,2943,25.98,9.45,14.37,12.03,70.32,64.86,72.86,76.59,162,1.58,56.82,7.09,15.42,1
59.91,904,5.89,6.76,9.45,8.12,83.33,79.48,88.99,78.35,88,0.88,76.5,8.29,0.85,1
65.84,4373,21.19,7.18,10.89,8.95,71.97,61.45,77.11,73.67,1596,9.59,44.42,44.16,7.27,1
95.81,4751,14.25,7.88,10.36,9.2,75.2,75.18,79.78,72.3,531,1.89,67.51,1.62,2.06,1
94.87,2315,12.95,9.39,11.82,10.69,78.51,74.42,84.06,84.7,113,0.75,70.39,2.85,8.34,1
97.49,1022,9.23,9.9,14.25,12.21,77.51,74.98,85.75,76.53,80,0.84,68.4,3.35,8.98,1
83.92,815,3.34,5.49,8.43,7.04,83.53,81.84,93.49,88.74,159,0.86,76.03,3.35,0.68,1
57.67,4844,33.49,8.42,12.24,10.47,74.62,67.31,83.27,76.79,204,1.5,64.1,13.77,18.52,1
97.54,560,4.02,7.07,8.11,7.62,86,84.2,92.88,87.27,55,0.5,80.7,0.45,0.88,1
98.45,1677,4.57,3.97,4.76,4.41,83.83,80.1,94.68,83.88,188,0.51,92.72,0.52,0.81,1
98.49,630,3.72,7.37,12.05,9.87,81.78,81.64,90.5,77.79,56,0.43,88.12,1.3,0.23,1
99.05,1273,10.97,8.25,8.98,8.64,76.25,75.11,77.69,78.03,177,1.66,67.72,0.85,4.93,1
97.63,1382,11.79,10.35,13.69,12.13,75.76,71.32,79.54,75.58,148,1.45,69.07,1.68,11,1
94.97,246,1.52,7.68,8.1,7.89,91.41,90.17,98.13,89.08,28,0.27,86.58,0.3,0.93,1
99.17,1621,15.12,11.76,14.79,13.36,76.93,73.4,81.64,86.15,67,0.7,73.93,4.56,7.97,1
92.19,1628,8.67,9.76,15.19,12.69,73,70.81,85.44,75.27,169,1.15,65.91,2.29,3.99,1
88.29,6779,25.86,13.41,17.11,15.49,59.15,56.94,60.14,70.43,942,3.9,57.46,2.21,11.3,1
96.04,464,2.65,6.6,9.56,8.13,85.26,84.53,96.44,85.06,100,0.89,80.43,1.2,0.65,1
98.25,578,3.73,6.72,10.33,8.62,81.8,80.45,94.37,79.78,25,0.21,81,0.98,0.98,1
96.68,466,2.88,5.42,7.11,6.28,88.98,87.5,94.2,89.68,87,0.79,88.96,0.58,0.84,1
97.63,2437,6.62,7.54,10.86,9.33,75.42,72.49,85.41,81.22,411,1.54,66.18,0.9,1.13,1
95.57,646,5.26,4.63,9.13,7.05,82.85,84.4,88.92,83.17,72,0.85,81.6,0.74,0.15,1
39.68,1614,4.47,7.27,12.43,9.98,75.95,66.38,90.56,78.71,1161,4.06,92.36,2.68,1.82,1
98.04,460,2.3,8.36,13.38,11.05,81.84,83.48,97.02,78.38,33,0.25,79.19,0.29,0.26,1
96.67,4631,9.65,7.28,10.11,8.79,78.39,79.25,87.06,76.39,503,1.3,69.32,1.38,2.22,1
99.02,947,6.66,6.8,8.66,7.82,83.3,83.33,86.57,78.69,62,0.55,78.91,0.36,1.12,1
55.61,781,4.13,7.31,11.33,9.49,74.91,69.26,86.84,73.54,666,4.32,82.79,1.57,0.28,1
93.14,5035,21.03,7.27,10.97,9.06,74.77,74.34,84.94,77.67,435,3.06,51.1,3.17,4.33,1
89.06,2549,5.72,6.73,9.51,8.24,80.71,78.64,91.64,77.13,403,1.36,63.7,1.98,0.72,1
86.37,2106,11.89,10.52,13.71,12.22,74.91,71.02,82.17,80.92,293,1.97,71.84,2.46,7.96,1
97.87,1400,6.56,7.72,10.24,9.05,78.4,77.06,88.01,81.88,169,1.05,66.28,1.3,1.39,1
95.6,1862,4.68,8.01,12.06,10.1,82.98,82.07,91.8,82.47,163,0.65,76.36,1.32,0.9,1
93.48,1641,11.94,10.77,12.26,11.54,75.35,76.49,76.16,84.84,246,1.96,77.03,3.43,6.11,1
48.15,8279,17.6,9.33,14.45,11.91,67.03,60.64,75.66,72.13,3242,9.17,40.34,34.24,6,1
84.07,2306,15.02,9.87,9.69,9.78,80.37,77.11,84.51,84.91,252,1.94,74.1,4.7,9.19,1
97.12,797,6.48,10.14,10.7,10.43,76.94,73.77,90.65,81.23,87,0.84,73.47,2.3,1.86,1
91.77,392,2.36,6.11,8.79,7.49,89.79,87.89,100,89.35,37,0.31,92.9,0.33,0,1
92.56,1278,1.52,4.5,7.04,5.81,91.43,91.6,95.8,90.93,259,0.5,83.76,0.68,0.05,1
86.39,8759,23.91,10.16,13.43,11.95,64.6,60.7,71.28,67.77,996,3.56,53.11,2.49,10.67,1
78.84,1362,11.19,5.59,9.72,7.01,83.18,79.78,93.27,81.51,149,1.94,31.71,4.2,7.1,1
94.37,183,1.68,5.36,6.65,6,91.57,90.5,98.49,90.32,18,0.29,92.11,0.48,0.32,1
98.24,1141,6.06,5.6,7.8,6.76,83.35,83.93,89.73,85.4,221,1.42,79.57,1.18,3.1,1
96.96,962,3.52,9.17,12.31,10.85,80.2,78.04,93.27,78.85,68,0.37,72.69,1,0.27,1
95.53,255,2.26,8.24,7.05,7.65,92.06,90.93,96.71,91.01,0,0,90.76,0.19,0.14,1
91.68,5707,6.82,7.99,9.76,8.95,73.73,72.84,86.87,77.93,1266,2.15,56.83,2.23,1.24,1
99.38,619,5.74,8.05,11.04,9.7,78.36,78.8,93.97,75.8,31,0.38,73.37,0.54,0.61,1
96.96,227,1.39,3.38,6.17,4.82,92.24,90.37,96.53,93.44,46,0.45,93.74,0.21,0,1
97.81,2470,3.74,6.22,9,7.69,84.22,82.61,92.92,84.33,502,1.03,83.83,1.31,0.67,1
97.01,1059,5.8,7.99,12.92,10.56,77.65,78.86,86.67,87.05,208,1.81,83.92,1.49,0.34,1
92.84,808,4.74,10.84,8.29,9.66,83.06,82.05,89.92,89.48,198,1.62,75.57,1.6,1.46,1
92.63,520,1.62,4.94,7.06,6.03,89.06,87.89,95.23,84.94,285,1.29,87.5,1.19,0.45,1
93.44,790,6.99,11.13,13.07,12.11,69.84,67.26,75.63,69.91,124,1.68,56.14,2.59,2.41,1
94.75,1062,6.83,6.42,9.08,7.79,84.48,85.45,90.65,86.43,81,0.54,78.8,3.85,3.29,1
93.64,2305,5.05,9.48,13.94,11.78,80.6,78.62,89.67,83.38,337,1.13,66.67,2.85,2.91,1
88.71,1062,10.36,9.77,12.61,11.29,71.3,65.31,83.93,74.47,291,3.37,65.74,2.48,2.71,1
96.05,2610,4.35,8.31,11.25,9.84,77.65,76.09,90.09,77.96,819,1.86,67.9,1.42,2.1,1
96.97,8694,8.99,10.74,13.33,12.1,71.67,69.45,76.81,71.42,2089,2.99,51.62,1.61,5.81,1
91.69,3761,6.53,6.6,10.52,8.63,85.13,84.48,92.98,85.77,373,1.01,75.72,2.26,2.25,1
74.55,2120,7.35,7.88,11.92,9.94,79.37,74.56,90.87,74.87,831,4.23,84.44,2.32,2.16,1
97.22,333,2.36,5.65,8.62,7.16,89.27,88.19,97.4,87.08,46,0.5,90.48,0.67,0.32,1
97.05,3037,22.83,4.19,6.95,5.54,79.45,80.28,78.78,83.54,159,1.73,55.64,1.76,2.59,1
87.43,4576,8.61,6.61,10.02,8.56,77.06,76.88,91.09,70.28,517,1.85,49.39,2.28,0.53,1
97.25,640,5.48,8.45,9.98,9.28,77.46,77.31,92.79,83.46,95,1.03,72.12,1.09,0.66,1
90.6,4221,7.52,8.93,12.57,10.8,75.66,75.36,77.21,76.58,1506,4.49,74.29,2.55,1.09,1
76.72,6238,16.4,10.2,16.03,13.27,64.55,58.76,74.34,58.5,1566,6.02,23.32,14.99,7.31,1
91.2,554,4.54,7.17,9.15,8.2,87.05,83.03,94.95,84.88,45,0.52,81.54,0.74,0,1
93.79,2033,10.85,9.21,14.36,11.88,73.29,73.42,79.48,82.14,404,3.05,71.38,2.58,2.52,1
45.97,2679,26.76,11.66,16.48,14.42,53.66,47.32,59.36,62.33,877,9.57,61.71,5.3,8.92,1
96.09,1472,7.74,7.78,11.18,9.52,79.98,78.86,86.74,82.07,169,1.14,61.62,1.26,1.08,1
89.57,1971,4.18,9.2,14.4,11.92,79,78.7,88.59,81.42,457,1.51,61.86,3.35,0.39,1
94.16,561,1.54,5.62,9.42,7.6,90.43,90.47,97.15,89.61,91,0.42,88.26,0.82,0.19,1
98.55,715,4.34,5.3,7.36,6.38,85.52,83.15,95.85,87.4,75,0.62,85.88,0.83,0.75,1
95.27,451,1.8,4.77,6.63,5.72,91.63,90.77,98.03,87.78,66,0.39,90.42,0.36,0.23,1
98.44,663,3.34,7.34,10.71,9.15,84.49,84.64,93.64,79.48,36,0.27,77.68,0.36,0.5,1
87.45,1236,4.69,11.09,14.37,12.86,78.34,77.68,88.22,75.39,210,1.29,55.47,4.49,0.79,1
76.34,3850,9.9,10.88,14.1,12.64,68.08,64.03,77.37,69.5,1292,3.99,63.57,1.77,4.92,1
74.35,578,4.95,10.01,11.92,11.02,70.71,66.99,84.58,79.9,549,6.42,67.39,3.26,2.11,1
94.8,2142,4.2,7.63,11.91,9.83,79.93,80.41,87.33,78.75,530,1.74,71.53,1.62,0.35,1
99.52,862,5.55,6.86,7.89,7.39,85.45,83.34,94.44,84.1,177,1.53,81.07,1.71,0.66,1
97.7,3602,23.2,11.89,16.38,14.39,63.03,62.92,69.78,71.55,365,2.74,51.5,1.28,5.56,1
99.05,1302,7.56,7.02,8.17,7.62,82.89,81.96,89.46,84.6,109,0.73,84.34,0.56,1.22,1
96.8,731,3.51,5.87,7.36,6.63,87.6,84.97,92.82,88.87,167,1.06,86.99,1.52,1.02,1
96.72,763,5.79,9.1,13.27,11.35,75.53,77.43,93.02,72.48,116,1.31,56.38,1.35,1.09,1
95.26,2884,14.18,10.1,12.92,11.62,73.89,71.73,77.63,77.47,393,2.31,66.43,1.64,8.18,1
83.64,2059,5.76,13.73,18.98,16.41,68.64,65.87,82.37,67.5,497,2.35,50.33,5.93,0.61,1
98.35,1032,9.95,11.4,15.06,13.39,68.62,67.53,73.51,65.82,214,2.41,56.39,0.97,2.65,1
95.71,2203,18.95,13.88,14.14,14.02,69.97,66.06,79.56,82.05,86,0.72,67.45,1.88,8.98,1
98.04,2578,15.86,13.2,16.66,15.13,66.81,64.63,73.41,61.13,201,1.34,65.28,1.11,8.77,1
98.23,3258,5.25,9.69,11.56,10.69,75.37,75.27,86.42,77.01,788,1.63,66.92,1.26,1.12,1
96.59,1570,7.23,7.57,10.38,9.03,83.22,81.64,88.14,87.66,203,1.11,88.78,1.38,1.76,1
96.67,406,3.81,5.48,8.09,6.85,86.43,86.01,91.6,91.7,111,1.55,74.59,1,0.35,1
96.27,3188,26.74,7.48,10.66,9.11,80.57,73.65,91.01,83.79,242,2.04,76.95,12.05,12.08,1
96.96,395,1.58,5.36,9.41,7.49,88.24,89.3,96.65,85.87,36,0.21,79.15,0.47,0.42,1
81.36,802,5.92,11.01,15.61,13.28,73.68,67.86,85.07,69.58,128,1.34,52.86,12.04,3.17,1
96.82,8205,8.61,9.77,11.49,10.68,76.25,75.91,85.01,80.91,1239,1.7,66.14,1.59,3.4,1
34.72,5790,6.95,8.65,12.58,10.68,76.49,65.66,85.37,81.28,2564,3.8,78.39,20.72,2,1
84.31,1586,8.35,6.78,8.72,7.78,75.42,68.91,81.33,77.72,573,3.95,72.64,4.29,2.61,1
90.33,567,3.85,4.37,8.12,6.38,88.47,89.05,98.94,90.72,65,0.61,75.25,1.22,0.22,1
96.91,1468,9.27,9.02,11.67,10.45,69.97,68.83,78.87,76.02,387,3.06,56.44,1.53,3.08,1
74.29,4046,13.56,11.2,15.2,13.18,74.13,67.86,77.45,72.4,1109,4.96,58.37,13.47,3.15,1
95.4,2243,17.5,5.61,7.5,6.59,84,82.99,91.29,84.07,114,1.14,66.54,5.98,5.86,1
92.09,332,3,4.36,7.58,6.12,87.25,85.41,93.73,97.34,7,0.08,83.89,0.79,0,1
80.48,735,3.72,7.1,11.8,9.55,83.76,81.82,91.55,83.23,41,0.36,80.29,3.2,1.4,1
97.32,436,4.07,6.64,7.68,7.18,85.6,84.13,93.62,90.61,54,0.64,84.42,0.75,0.72,1
97.09,427,3.74,7.75,8.63,8.18,85.13,84.67,90.64,84.12,134,1.81,85.17,1.33,0.87,1
98.44,410,3.57,3.92,7.94,6.01,89.27,90.32,93.6,89.86,18,0.18,87.17,3.84,0.5,1
98.88,943,4.29,5.65,8.06,6.9,84.46,81.16,94.54,85.41,81,0.49,88.06,0.97,0.43,1
95.99,270,2.23,7.01,9.67,8.36,83.93,83.54,96.13,84.89,57,0.71,77.05,0.95,1.14,1
96.37,3344,10.65,7.96,9.43,8.74,78.34,78.6,86.1,80.85,407,1.4,71.32,1.53,3.01,1
97.58,233,1.99,6.03,7.27,6.64,90.52,90.4,95.81,83.73,71,1.05,89.35,1.22,0.42,1
82.32,4861,16.14,5.52,8.63,7.23,72.41,71.6,88.73,69.84,508,3.23,45.64,1.76,2.02,1
98.11,771,6.86,9.65,13.69,11.73,76.85,78.27,87.52,75.91,186,2.37,74.73,1.85,1.8,1
96.12,819,2.55,5.62,8.86,7.3,84.86,83.47,92.29,84.33,129,0.6,85.61,0.82,0.13,1
89.79,1723,2.52,5.28,7.94,6.68,87.04,85.7,96.07,83.94,313,0.61,88.21,0.93,0.17,1
70.67,13329,8.97,9.42,12.24,10.87,76.7,71.01,82.69,76.22,4413,4.04,74.48,2.78,4.18,1
93.06,528,2.23,5.42,7.83,6.59,89.33,86.49,96.37,86.84,59,0.34,88.95,0.38,0.12,1
94.24,1885,9.83,10.05,13.65,11.97,75.67,73.5,81.63,77.69,296,1.99,65.83,1.14,6.14,1
94.08,345,2.58,5.26,8.41,6.99,89,88.3,97.74,89.6,39,0.41,78.54,0.36,0.19,1
89.61,5105,10.34,11.49,14.6,13.1,74.03,71.57,80.16,76.26,713,1.84,67.9,1.79,3.54,1
95.33,5650,19.89,5.44,8.13,6.91,74.43,75.17,83.64,79.27,548,2.62,66.21,2.87,3.01,1
67.31,3772,7.36,6.9,12.69,9.3,79.91,75.09,89.72,84.24,1418,3.78,69.36,11.75,2.26,1
95.33,1432,6.54,7.44,9.91,8.72,79.15,79.57,88.28,82.51,315,2.07,72.35,1.53,1.06,1
94.3,1616,10.92,9.87,14.23,12.22,74.15,72.15,89.34,67.53,127,1.1,69.83,1.18,4.76,1
92.35,339,2.34,3.84,5.97,4.94,88.97,84.74,96.45,87.74,84,0.67,96.1,0.84,0.42,1
82.24,1480,5.28,6.06,10.79,8.53,81.18,76.48,93.07,80.53,314,1.58,74.63,3.12,0.93,1
98.43,1794,13.05,10.99,12.69,11.89,72.11,69.79,69.42,81.96,326,2.81,61.59,1.75,10.71,1
92.56,728,3.26,7.16,11.67,9.4,81.5,79.78,95.6,73.4,212,1.5,71.61,4.7,0.91,1
95.95,3019,17.02,10.88,12.99,12.07,68.87,66.74,77.83,78.15,323,2.08,65.98,0.87,7.71,1
94.78,902,3.76,7.11,8.75,7.96,86.54,85.93,91.91,85.65,126,0.74,77.78,0.9,0.42,1
96.98,896,3.29,4.1,7.14,5.74,87.25,86.71,92.91,83.11,82,0.41,84.33,0.43,0.15,1
98.46,512,3.73,8.92,12.39,10.77,80.24,79.64,95.18,74.78,108,0.99,80.86,1.28,1.24,1
91.44,504,4.57,6.66,10.5,8.73,75.93,77.26,88.16,80.22,60,0.81,59.34,0.61,0.2,1
85.69,3733,17.51,8.49,12.27,10.29,78.22,76.2,84.18,77.32,392,2.63,56.93,6.47,5.17,1
83.06,3159,28.65,3.81,6.08,4.81,79.98,78.29,92.04,86.09,101,1.68,50.95,2.03,5.06,1
91.55,5054,17.38,10.62,13.99,12.46,72.7,68.83,77.88,77.5,763,3.1,58.41,2.31,8.66,1
90.24,4765,9.24,12.32,17.36,15.02,67.21,66.32,83.07,65.91,661,1.82,51.24,4.4,1.5,1
91.75,889,3.96,5.85,9.3,7.73,83.73,82.08,95.86,82.59,171,1,88.02,0.63,0.85,1
92.76,3327,4.7,6.72,8.98,7.93,81.63,80.21,89.64,83.87,570,1.16,66.1,2.13,1.54,1
81.71,1974,9.48,6.55,11.35,9.11,76.53,74.47,81.25,77.03,567,3.9,72.5,2.99,2.6,1
96.77,421,3.33,8.03,11.69,9.91,83.9,82.14,94.51,90.65,115,1.32,80.91,1.22,1.05,1
93.71,980,7.48,10.24,12.19,11.27,73.12,71.88,77.73,84.46,326,3.35,56.33,2.26,3.08,1
94.57,313,1.43,6.02,8.74,7.43,88.89,87.41,96.65,83.44,77,0.51,91.24,0.45,0.37,1
97.97,4078,4.84,7.91,10.64,9.37,81.43,79.06,91.95,76.32,768,1.18,80.58,1.06,0.95,1
83.17,5173,10.34,10.45,15.61,13.18,73.51,72.49,81.26,76.86,886,2.63,56.64,5.66,1.57,1
57.15,2005,18.19,10.39,14.87,12.89,49.04,42.71,58.04,47.54,1318,13.77,54.04,3.46,6.42,1
82.96,15648,37.98,2.82,4.97,3.81,80.01,77.47,86.27,74.15,429,2.96,29.68,6.01,2.77,1
96,5397,41.77,2.13,3.35,2.83,86.22,85.57,92.19,89.42,18,0.25,40.41,21.71,4.56,1
88.2,949,6.63,5.25,8.69,7.03,87.31,85,96.73,83.63,284,2.91,86.59,2.57,2.05,1
81.75,373,2.9,4.4,7.76,6.2,83.94,83.27,88.68,79.48,208,2.22,83.68,0.56,0.21,1
76.18,3165,7.74,7.61,12.38,10,78.1,73.65,88.88,80.43,971,3.41,64.15,9.76,0.88,1
94.36,1125,10.77,11.62,13.3,12.52,68.38,64.24,65.75,75.96,404,4.7,68.11,1.64,5.07,1
48.29,6584,28.63,11.39,14.58,13.21,51.94,43.75,63.55,52.59,2224,10.42,54.05,5.72,11.82,1
93.12,1584,15.05,9.73,14.26,12.2,69.81,69.46,81.31,76.59,173,1.88,59.78,1.26,8.56,1
79.59,5232,8.98,9.38,14.38,12.03,75.19,72.29,82.51,78.27,1032,2.24,62.36,5.37,2.5,1
93.63,497,3.26,9.03,8.57,8.81,87.44,85.41,94.89,86.83,45,0.38,82.25,0.37,0.11,1
89.25,361,1.36,2.72,4.93,3.87,90.79,89.2,97.64,91.04,85,0.43,94.72,0.93,0,1
83.79,313,1.49,5,7.81,6.47,86.47,83.94,96.9,86.91,96,0.67,85.73,0.92,0.41,1
88.82,3895,16.93,7.1,9.85,8.61,75.34,72.65,81.82,79.88,448,2.76,59.73,1.96,6.27,1
95.01,3609,18.95,8.51,12.23,10.4,73.55,71.23,86.57,78.14,178,1.35,53.42,1.38,5.97,1
93.17,5477,15.48,12.96,17.35,15.36,63.66,59.35,72.48,63.21,887,3,61.93,1.91,8.35,1
93.36,387,2.75,6.34,9.64,8.09,86.04,85.76,97.8,83.39,115,1.2,78,1.02,0.33,1
97.14,2270,7.89,9.92,12.65,11.34,77.89,75.81,85.04,81.3,396,1.76,73.72,2.36,2.87,1
77.37,3288,10.73,8.29,11.98,10.09,79.74,78.09,87.97,80.61,340,1.59,46,3.79,4.68,1
86.16,688,4.07,7.79,13.95,9.8,80.21,80.06,92.05,75.41,62,0.49,50.42,2.39,0.42,1
97.26,3365,20.2,9.37,10.42,9.96,67.16,65.24,68.15,69.92,303,2.49,49.13,1.46,8.35,1
89.13,8076,20.97,6,10.49,8.21,76.78,76.44,85.25,76.16,282,1.26,48.46,3.43,2.45,1
96.55,601,2.63,5,7.61,6.3,87.46,85.75,91.92,88.88,158,0.99,93.8,1.31,0.31,1
98.37,317,3.16,7.42,9,8.2,86.78,84.16,92.88,83.29,49,0.79,87.76,1.13,1.02,1
96.23,1286,4.22,7.75,10.28,9.07,81.87,80.06,91.22,82.24,349,1.64,72.28,1.84,0.86,1
88.31,7000,15.44,12.8,16,14.53,67.65,64.17,71.1,72.3,1425,3.75,62.41,2.18,8.1,1
98.97,375,2.54,6.12,8.86,7.53,88.73,87.06,96.11,88.5,63,0.67,87.07,0.62,0.52,1
95.25,559,2.51,4.69,7.61,6.24,86.62,85.12,97.84,82.75,161,1.02,86.09,0.64,0.58,1
95.08,4715,6.52,8.3,10.94,9.69,78.22,75.87,86.2,77.97,1114,2.08,73.09,1.04,1.68,1
97.28,475,3.02,4.52,7.32,5.99,92.4,91.78,97.6,90.66,4,0.04,89.92,0.36,0.23,1
95.78,306,2.61,7.98,10.52,9.32,84.1,80.42,94.95,87.52,37,0.46,79.17,0.7,0.35,1
94.12,399,3.86,7.53,10.94,9.28,83.52,81.81,95.31,89.06,5,0.07,78.83,2.49,1.72,1
95.3,906,3.85,8.26,11.44,9.9,79,78.3,91.9,80.7,169,0.9,82.63,1.76,0.22,1
97.64,521,2.15,7.42,10.28,8.91,85.62,86,90.53,85.62,99,0.58,78.88,1.38,0.97,1
30.38,6241,27.54,7.58,13.79,10.66,66.61,59.29,71.51,71.1,1953,11.81,13.93,54.34,7.74,1
97.78,1164,6.26,9.96,11.29,10.65,74.16,73.97,85.86,76.74,279,1.96,64.34,1.77,2.39,1
60.62,3550,13.07,11.79,17.54,14.6,67.48,61.68,83.84,73.91,1233,6.71,30.15,19.82,3.32,1
98.94,1078,3.73,5.44,7.22,6.38,85.69,84.15,93.85,89.69,205,0.93,80.68,0.95,1.17,1
97.12,457,3.52,9.16,10.71,9.97,83.47,81.32,95.03,85.24,45,0.51,76.06,0.55,0.18,1
74.44,1260,3.16,9.23,12.44,10.85,83.14,82.34,95.89,80.91,127,0.5,66.82,3.72,0.09,1
79.17,1895,4.46,8.47,13.74,11.18,78.17,73.34,90.75,76.71,504,1.69,70.66,6.84,0.77,1
39.45,6560,7.18,8.46,11.92,10.26,74.42,67.43,82.63,77.18,2359,3.64,60.09,19.82,0.85,1
90.6,2276,3.81,9.53,12.94,11.39,79.05,79.33,88.92,82.69,431,1,71.49,1.64,0.46,1
86.75,3599,5.76,8.75,11.04,9.92,78.27,74.79,86,84.1,1272,2.97,63.38,4.06,2.26,1
98.18,1077,4.59,7.04,9.48,8.33,82.77,80.93,93.11,78.5,138,0.8,79.58,0.54,0.24,1
96.66,762,4.1,8.37,11.87,10.18,81.33,76.31,87.5,82.86,216,1.54,79.02,1.87,2.34,1
83.75,2269,20.03,9.01,13.81,11.69,67.99,59.73,70.83,63.61,341,3.54,59.96,1.33,9.11,1
97.58,245,1.81,5.63,7.66,6.67,87.01,83.27,95.36,80.53,86,0.84,91.75,0.84,0,1
97.15,346,1.91,4.27,7.14,5.78,90.55,89.92,97.08,89.13,53,0.42,87.3,0.48,0.09,1
97.03,1436,5.74,5.57,7.83,6.77,83.1,81.16,88.19,86.78,126,0.67,84.49,1.22,0.89,1
94.18,278,2.45,4.13,7.31,5.8,90.92,90.33,93.16,88.69,32,0.38,81.13,0.64,0.52,1
74.68,10513,18.18,11.58,17.32,14.53,59.81,56.12,66.57,61.43,3156,8.03,22.08,16.96,11.73,1
92.19,1417,5.17,8.82,11.65,10.24,83.69,80.28,93.32,85.92,89,0.48,75.96,4.92,3.47,1
95.13,1977,6.72,8.39,11.99,10.31,76.18,74.95,86.68,78.71,276,1.18,78.76,1.07,1.73,1
81.31,3538,14.87,11.39,15.99,13.82,69.81,65.79,75.57,72.9,733,3.78,66.59,3.95,4.78,1
98.48,1065,3.6,4.49,6.8,5.73,86.28,86.02,92.7,88.35,190,0.81,89.21,1.03,0.45,1
90.21,247,1.88,5.92,8.85,7.42,82.62,79.91,84.08,81.65,242,2.43,81.95,1.24,1.46,1
